,Element,Episode,Title,Included,Type_of_element,Category_of_element,HasLocation
8655,Cliff,S10E13,LAKESIDE CABIN,0,Topography,Landscape,1
8656,Clouds,S10E13,LAKESIDE CABIN,1,Sky,Landscape,0
8657,Conifer,S10E13,LAKESIDE CABIN,0,Vegetation,Landscape,1
8658,Cumulus,S10E13,LAKESIDE CABIN,1,Sky,Landscape,0
8659,Deciduous,S10E13,LAKESIDE CABIN,1,Vegetation,Landscape,1
8660,Diane Andre,S10E13,LAKESIDE CABIN,0,Painted_by_a_guest,Execution,0
8661,Dock,S10E13,LAKESIDE CABIN,0,Human_built,Human,1
8662,Double Oval Frame,S10E13,LAKESIDE CABIN,0,Frame,Execution,0
8663,Farm,S10E13,LAKESIDE CABIN,0,Human_built,Human,1
8664,Fence,S10E13,LAKESIDE CABIN,0,Human_built,Human,1
8665,Fire,S10E13,LAKESIDE CABIN,0,Human_presence,Human,0
8666,Florida Frame,S10E13,LAKESIDE CABIN,0,Frame,Execution,0
8667,Flowers,S10E13,LAKESIDE CABIN,0,Vegetation,Landscape,1
8668,FOG,S10E13,LAKESIDE CABIN,0,Season_and_weather,Time_and_atmosphere,1
8669,Framed,S10E13,LAKESIDE CABIN,0,Frame,Execution,0
8670,Grass,S10E13,LAKESIDE CABIN,1,Vegetation,Landscape,1
8671,Guest,S10E13,LAKESIDE CABIN,0,Painted_by_a_guest,Execution,0
8672,Half Circle Frame,S10E13,LAKESIDE CABIN,0,Frame,Execution,0
8673,Half Oval Frame,S10E13,LAKESIDE CABIN,0,Frame,Execution,0
8674,Hills,S10E13,LAKESIDE CABIN,0,Topography,Landscape,1
8675,Lakes,S10E13,LAKESIDE CABIN,0,Water,Landscape,1
8676,Lake,S10E13,LAKESIDE CABIN,1,Water,Landscape,1
8677,Lighthouse,S10E13,LAKESIDE CABIN,0,Human_built,Human,1
8678,Mill,S10E13,LAKESIDE CABIN,0,Human_built,Human,1
8679,Moon,S10E13,LAKESIDE CABIN,0,Sky,Landscape,0
8680,Mountains,S10E13,LAKESIDE CABIN,0,Topography,Landscape,1
8681,Mountain,S10E13,LAKESIDE CABIN,0,Topography,Landscape,1
8682,Night,S10E13,LAKESIDE CABIN,0,Time_of_day,Time_and_atmosphere,0
8683,Ocean,S10E13,LAKESIDE CABIN,0,Water,Landscape,1
8684,Oval Frame,S10E13,LAKESIDE CABIN,0,Frame,Execution,0
8685,Palm Trees,S10E13,LAKESIDE CABIN,0,Vegetation,Landscape,1
8686,Path,S10E13,LAKESIDE CABIN,1,Human_built,Human,1
8687,Person,S10E13,LAKESIDE CABIN,0,Person,Human,0
8688,Portrait,S10E13,LAKESIDE CABIN,0,Painting_type,Human,0
8689,Rectangle 3D Frame,S10E13,LAKESIDE CABIN,0,Frame,Execution,0
8690,Rectangular Frame,S10E13,LAKESIDE CABIN,0,Frame,Execution,0
8691,River,S10E13,LAKESIDE CABIN,0,Water,Landscape,1
8692,Rocks,S10E13,LAKESIDE CABIN,1,Rocks,Landscape,1
8693,Seashell Frame,S10E13,LAKESIDE CABIN,0,Frame,Execution,0
8694,Snowy Mountain,S10E13,LAKESIDE CABIN,0,Topography,Landscape,1
8695,Snow,S10E13,LAKESIDE CABIN,0,Season_and_weather,Time_and_atmosphere,1
8696,Split Frame,S10E13,LAKESIDE CABIN,0,Frame,Execution,0
8697,Steve Ross,S10E13,LAKESIDE CABIN,0,Painted_by_a_guest,Execution,0
8698,Structure,S10E13,LAKESIDE CABIN,1,Human_built,Human,1
8699,SUN,S10E13,LAKESIDE CABIN,0,Sky,Landscape,0
8700,Tomb Frame,S10E13,LAKESIDE CABIN,0,Frame,Execution,0
8701,Trees,S10E13,LAKESIDE CABIN,1,Vegetation,Landscape,1
8702,Tree,S10E13,LAKESIDE CABIN,1,Vegetation,Landscape,1
8703,Triple Frame,S10E13,LAKESIDE CABIN,0,Frame,Execution,0
8704,Waterfall,S10E13,LAKESIDE CABIN,0,Water,Landscape,1
8705,Waves,S10E13,LAKESIDE CABIN,0,Water,Landscape,1
8706,Windmill,S10E13,LAKESIDE CABIN,0,Human_built,Human,1
8707,Window Frame,S10E13,LAKESIDE CABIN,0,Frame,Execution,0
8708,Winter,S10E13,LAKESIDE CABIN,0,Season_and_weather,Time_and_atmosphere,0
8709,Wood Framed,S10E13,LAKESIDE CABIN,0,Frame,Execution,0
8710,Apple Frame,S11E01,MOUNTAIN STREAM,0,Frame,Execution,0
8711,Aurora Borealis,S11E01,MOUNTAIN STREAM,0,Sky,Landscape,1
8712,Barn,S11E01,MOUNTAIN STREAM,0,Human_built,Human,1
8713,Beach,S11E01,MOUNTAIN STREAM,0,Water,Landscape,1
8714,Boat,S11E01,MOUNTAIN STREAM,0,Human_presence,Human,1
8715,Bridge,S11E01,MOUNTAIN STREAM,0,Human_built,Human,1
8716,Building,S11E01,MOUNTAIN STREAM,0,Human_built,Human,1
8717,Bushes,S11E01,MOUNTAIN STREAM,0,Vegetation,Landscape,1
8718,Cabin,S11E01,MOUNTAIN STREAM,0,Human_built,Human,1
8719,Cactus,S11E01,MOUNTAIN STREAM,0,Vegetation,Landscape,1
8720,Circle Frame,S11E01,MOUNTAIN STREAM,0,Frame,Execution,0
8721,Cirrus,S11E01,MOUNTAIN STREAM,0,Sky,Landscape,0
8722,Cliff,S11E01,MOUNTAIN STREAM,0,Topography,Landscape,1
8723,Clouds,S11E01,MOUNTAIN STREAM,0,Sky,Landscape,0
8724,Conifer,S11E01,MOUNTAIN STREAM,1,Vegetation,Landscape,1
8725,Cumulus,S11E01,MOUNTAIN STREAM,0,Sky,Landscape,0
8726,Deciduous,S11E01,MOUNTAIN STREAM,0,Vegetation,Landscape,1
8727,Diane Andre,S11E01,MOUNTAIN STREAM,0,Painted_by_a_guest,Execution,0
8728,Dock,S11E01,MOUNTAIN STREAM,0,Human_built,Human,1
8729,Double Oval Frame,S11E01,MOUNTAIN STREAM,0,Frame,Execution,0
8730,Farm,S11E01,MOUNTAIN STREAM,0,Human_built,Human,1
8731,Fence,S11E01,MOUNTAIN STREAM,0,Human_built,Human,1
8732,Fire,S11E01,MOUNTAIN STREAM,0,Human_presence,Human,0
8733,Florida Frame,S11E01,MOUNTAIN STREAM,0,Frame,Execution,0
8734,Flowers,S11E01,MOUNTAIN STREAM,0,Vegetation,Landscape,1
8735,FOG,S11E01,MOUNTAIN STREAM,0,Season_and_weather,Time_and_atmosphere,1
8736,Framed,S11E01,MOUNTAIN STREAM,0,Frame,Execution,0
8737,Grass,S11E01,MOUNTAIN STREAM,1,Vegetation,Landscape,1
8738,Guest,S11E01,MOUNTAIN STREAM,0,Painted_by_a_guest,Execution,0
8739,Half Circle Frame,S11E01,MOUNTAIN STREAM,0,Frame,Execution,0
8740,Half Oval Frame,S11E01,MOUNTAIN STREAM,0,Frame,Execution,0
8741,Hills,S11E01,MOUNTAIN STREAM,0,Topography,Landscape,1
8742,Lakes,S11E01,MOUNTAIN STREAM,0,Water,Landscape,1
8743,Lake,S11E01,MOUNTAIN STREAM,0,Water,Landscape,1
8744,Lighthouse,S11E01,MOUNTAIN STREAM,0,Human_built,Human,1
8745,Mill,S11E01,MOUNTAIN STREAM,0,Human_built,Human,1
8746,Moon,S11E01,MOUNTAIN STREAM,0,Sky,Landscape,0
8747,Mountains,S11E01,MOUNTAIN STREAM,0,Topography,Landscape,1
8748,Mountain,S11E01,MOUNTAIN STREAM,1,Topography,Landscape,1
8749,Night,S11E01,MOUNTAIN STREAM,0,Time_of_day,Time_and_atmosphere,0
8750,Ocean,S11E01,MOUNTAIN STREAM,0,Water,Landscape,1
8751,Oval Frame,S11E01,MOUNTAIN STREAM,0,Frame,Execution,0
8752,Palm Trees,S11E01,MOUNTAIN STREAM,0,Vegetation,Landscape,1
8753,Path,S11E01,MOUNTAIN STREAM,0,Human_built,Human,1
8754,Person,S11E01,MOUNTAIN STREAM,0,Person,Human,0
8755,Portrait,S11E01,MOUNTAIN STREAM,0,Painting_type,Human,0
8756,Rectangle 3D Frame,S11E01,MOUNTAIN STREAM,0,Frame,Execution,0
8757,Rectangular Frame,S11E01,MOUNTAIN STREAM,0,Frame,Execution,0
8758,River,S11E01,MOUNTAIN STREAM,1,Water,Landscape,1
8759,Rocks,S11E01,MOUNTAIN STREAM,0,Rocks,Landscape,1
8760,Seashell Frame,S11E01,MOUNTAIN STREAM,0,Frame,Execution,0
8761,Snowy Mountain,S11E01,MOUNTAIN STREAM,1,Topography,Landscape,1
8762,Snow,S11E01,MOUNTAIN STREAM,0,Season_and_weather,Time_and_atmosphere,1
8763,Split Frame,S11E01,MOUNTAIN STREAM,0,Frame,Execution,0
8764,Steve Ross,S11E01,MOUNTAIN STREAM,0,Painted_by_a_guest,Execution,0
8765,Structure,S11E01,MOUNTAIN STREAM,0,Human_built,Human,1
8766,SUN,S11E01,MOUNTAIN STREAM,0,Sky,Landscape,0
8767,Tomb Frame,S11E01,MOUNTAIN STREAM,0,Frame,Execution,0
8768,Trees,S11E01,MOUNTAIN STREAM,1,Vegetation,Landscape,1
8769,Tree,S11E01,MOUNTAIN STREAM,1,Vegetation,Landscape,1
8770,Triple Frame,S11E01,MOUNTAIN STREAM,0,Frame,Execution,0
8771,Waterfall,S11E01,MOUNTAIN STREAM,0,Water,Landscape,1
8772,Waves,S11E01,MOUNTAIN STREAM,0,Water,Landscape,1
8773,Windmill,S11E01,MOUNTAIN STREAM,0,Human_built,Human,1
8774,Window Frame,S11E01,MOUNTAIN STREAM,0,Frame,Execution,0
8775,Winter,S11E01,MOUNTAIN STREAM,0,Season_and_weather,Time_and_atmosphere,0
8776,Wood Framed,S11E01,MOUNTAIN STREAM,0,Frame,Execution,0
8777,Apple Frame,S11E02,COUNTRY CABIN,0,Frame,Execution,0
8778,Aurora Borealis,S11E02,COUNTRY CABIN,0,Sky,Landscape,1
8779,Barn,S11E02,COUNTRY CABIN,0,Human_built,Human,1
8780,Beach,S11E02,COUNTRY CABIN,0,Water,Landscape,1
8781,Boat,S11E02,COUNTRY CABIN,0,Human_presence,Human,1
8782,Bridge,S11E02,COUNTRY CABIN,0,Human_built,Human,1
8783,Building,S11E02,COUNTRY CABIN,0,Human_built,Human,1
8784,Bushes,S11E02,COUNTRY CABIN,1,Vegetation,Landscape,1
8785,Cabin,S11E02,COUNTRY CABIN,1,Human_built,Human,1
8786,Cactus,S11E02,COUNTRY CABIN,0,Vegetation,Landscape,1
8787,Circle Frame,S11E02,COUNTRY CABIN,0,Frame,Execution,0
8788,Cirrus,S11E02,COUNTRY CABIN,0,Sky,Landscape,0
8789,Cliff,S11E02,COUNTRY CABIN,0,Topography,Landscape,1
8790,Clouds,S11E02,COUNTRY CABIN,1,Sky,Landscape,0
8791,Conifer,S11E02,COUNTRY CABIN,1,Vegetation,Landscape,1
8792,Cumulus,S11E02,COUNTRY CABIN,0,Sky,Landscape,0
8793,Deciduous,S11E02,COUNTRY CABIN,1,Vegetation,Landscape,1
8794,Diane Andre,S11E02,COUNTRY CABIN,0,Painted_by_a_guest,Execution,0
8795,Dock,S11E02,COUNTRY CABIN,0,Human_built,Human,1
8796,Double Oval Frame,S11E02,COUNTRY CABIN,0,Frame,Execution,0
8797,Farm,S11E02,COUNTRY CABIN,0,Human_built,Human,1
8798,Fence,S11E02,COUNTRY CABIN,0,Human_built,Human,1
8799,Fire,S11E02,COUNTRY CABIN,0,Human_presence,Human,0
8800,Florida Frame,S11E02,COUNTRY CABIN,0,Frame,Execution,0
8801,Flowers,S11E02,COUNTRY CABIN,0,Vegetation,Landscape,1
8802,FOG,S11E02,COUNTRY CABIN,0,Season_and_weather,Time_and_atmosphere,1
8803,Framed,S11E02,COUNTRY CABIN,0,Frame,Execution,0
8804,Grass,S11E02,COUNTRY CABIN,0,Vegetation,Landscape,1
8805,Guest,S11E02,COUNTRY CABIN,0,Painted_by_a_guest,Execution,0
8806,Half Circle Frame,S11E02,COUNTRY CABIN,0,Frame,Execution,0
8807,Half Oval Frame,S11E02,COUNTRY CABIN,0,Frame,Execution,0
8808,Hills,S11E02,COUNTRY CABIN,0,Topography,Landscape,1
8809,Lakes,S11E02,COUNTRY CABIN,0,Water,Landscape,1
8810,Lake,S11E02,COUNTRY CABIN,0,Water,Landscape,1
8811,Lighthouse,S11E02,COUNTRY CABIN,0,Human_built,Human,1
8812,Mill,S11E02,COUNTRY CABIN,0,Human_built,Human,1
8813,Moon,S11E02,COUNTRY CABIN,0,Sky,Landscape,0
8814,Mountains,S11E02,COUNTRY CABIN,0,Topography,Landscape,1
8815,Mountain,S11E02,COUNTRY CABIN,0,Topography,Landscape,1
8816,Night,S11E02,COUNTRY CABIN,0,Time_of_day,Time_and_atmosphere,0
8817,Ocean,S11E02,COUNTRY CABIN,0,Water,Landscape,1
8818,Oval Frame,S11E02,COUNTRY CABIN,0,Frame,Execution,0
8819,Palm Trees,S11E02,COUNTRY CABIN,0,Vegetation,Landscape,1
8820,Path,S11E02,COUNTRY CABIN,0,Human_built,Human,1
8821,Person,S11E02,COUNTRY CABIN,0,Person,Human,0
8822,Portrait,S11E02,COUNTRY CABIN,0,Painting_type,Human,0
8823,Rectangle 3D Frame,S11E02,COUNTRY CABIN,0,Frame,Execution,0
8824,Rectangular Frame,S11E02,COUNTRY CABIN,0,Frame,Execution,0
8825,River,S11E02,COUNTRY CABIN,0,Water,Landscape,1
8826,Rocks,S11E02,COUNTRY CABIN,0,Rocks,Landscape,1
8827,Seashell Frame,S11E02,COUNTRY CABIN,0,Frame,Execution,0
8828,Snowy Mountain,S11E02,COUNTRY CABIN,0,Topography,Landscape,1
8829,Snow,S11E02,COUNTRY CABIN,1,Season_and_weather,Time_and_atmosphere,1
8830,Split Frame,S11E02,COUNTRY CABIN,0,Frame,Execution,0
8831,Steve Ross,S11E02,COUNTRY CABIN,0,Painted_by_a_guest,Execution,0
8832,Structure,S11E02,COUNTRY CABIN,1,Human_built,Human,1
8833,SUN,S11E02,COUNTRY CABIN,0,Sky,Landscape,0
8834,Tomb Frame,S11E02,COUNTRY CABIN,0,Frame,Execution,0
8835,Trees,S11E02,COUNTRY CABIN,1,Vegetation,Landscape,1
8836,Tree,S11E02,COUNTRY CABIN,1,Vegetation,Landscape,1
8837,Triple Frame,S11E02,COUNTRY CABIN,0,Frame,Execution,0
8838,Waterfall,S11E02,COUNTRY CABIN,0,Water,Landscape,1
8839,Waves,S11E02,COUNTRY CABIN,0,Water,Landscape,1
8840,Windmill,S11E02,COUNTRY CABIN,0,Human_built,Human,1
8841,Window Frame,S11E02,COUNTRY CABIN,0,Frame,Execution,0
8842,Winter,S11E02,COUNTRY CABIN,1,Season_and_weather,Time_and_atmosphere,0
8843,Wood Framed,S11E02,COUNTRY CABIN,0,Frame,Execution,0
8844,Apple Frame,S11E03,DAISY DELIGHT,0,Frame,Execution,0
8845,Aurora Borealis,S11E03,DAISY DELIGHT,0,Sky,Landscape,1
8846,Barn,S11E03,DAISY DELIGHT,0,Human_built,Human,1
8847,Beach,S11E03,DAISY DELIGHT,0,Water,Landscape,1
8848,Boat,S11E03,DAISY DELIGHT,0,Human_presence,Human,1
8849,Bridge,S11E03,DAISY DELIGHT,0,Human_built,Human,1
8850,Building,S11E03,DAISY DELIGHT,0,Human_built,Human,1
8851,Bushes,S11E03,DAISY DELIGHT,0,Vegetation,Landscape,1
8852,Cabin,S11E03,DAISY DELIGHT,0,Human_built,Human,1
8853,Cactus,S11E03,DAISY DELIGHT,0,Vegetation,Landscape,1
8854,Circle Frame,S11E03,DAISY DELIGHT,0,Frame,Execution,0
8855,Cirrus,S11E03,DAISY DELIGHT,0,Sky,Landscape,0
8856,Cliff,S11E03,DAISY DELIGHT,0,Topography,Landscape,1
8857,Clouds,S11E03,DAISY DELIGHT,0,Sky,Landscape,0
8858,Conifer,S11E03,DAISY DELIGHT,1,Vegetation,Landscape,1
8859,Cumulus,S11E03,DAISY DELIGHT,0,Sky,Landscape,0
8860,Deciduous,S11E03,DAISY DELIGHT,0,Vegetation,Landscape,1
8861,Diane Andre,S11E03,DAISY DELIGHT,0,Painted_by_a_guest,Execution,0
8862,Dock,S11E03,DAISY DELIGHT,0,Human_built,Human,1
8863,Double Oval Frame,S11E03,DAISY DELIGHT,0,Frame,Execution,0
8864,Farm,S11E03,DAISY DELIGHT,0,Human_built,Human,1
8865,Fence,S11E03,DAISY DELIGHT,1,Human_built,Human,1
8866,Fire,S11E03,DAISY DELIGHT,0,Human_presence,Human,0
8867,Florida Frame,S11E03,DAISY DELIGHT,0,Frame,Execution,0
8868,Flowers,S11E03,DAISY DELIGHT,1,Vegetation,Landscape,1
8869,FOG,S11E03,DAISY DELIGHT,0,Season_and_weather,Time_and_atmosphere,1
8870,Framed,S11E03,DAISY DELIGHT,0,Frame,Execution,0
8871,Grass,S11E03,DAISY DELIGHT,0,Vegetation,Landscape,1
8872,Guest,S11E03,DAISY DELIGHT,0,Painted_by_a_guest,Execution,0
8873,Half Circle Frame,S11E03,DAISY DELIGHT,0,Frame,Execution,0
8874,Half Oval Frame,S11E03,DAISY DELIGHT,0,Frame,Execution,0
8875,Hills,S11E03,DAISY DELIGHT,0,Topography,Landscape,1
8876,Lakes,S11E03,DAISY DELIGHT,0,Water,Landscape,1
8877,Lake,S11E03,DAISY DELIGHT,0,Water,Landscape,1
8878,Lighthouse,S11E03,DAISY DELIGHT,0,Human_built,Human,1
8879,Mill,S11E03,DAISY DELIGHT,0,Human_built,Human,1
8880,Moon,S11E03,DAISY DELIGHT,0,Sky,Landscape,0
8881,Mountains,S11E03,DAISY DELIGHT,0,Topography,Landscape,1
8882,Mountain,S11E03,DAISY DELIGHT,0,Topography,Landscape,1
8883,Night,S11E03,DAISY DELIGHT,0,Time_of_day,Time_and_atmosphere,0
8884,Ocean,S11E03,DAISY DELIGHT,0,Water,Landscape,1
8885,Oval Frame,S11E03,DAISY DELIGHT,0,Frame,Execution,0
8886,Palm Trees,S11E03,DAISY DELIGHT,0,Vegetation,Landscape,1
8887,Path,S11E03,DAISY DELIGHT,0,Human_built,Human,1
8888,Person,S11E03,DAISY DELIGHT,0,Person,Human,0
8889,Portrait,S11E03,DAISY DELIGHT,0,Painting_type,Human,0
8890,Rectangle 3D Frame,S11E03,DAISY DELIGHT,0,Frame,Execution,0
8891,Rectangular Frame,S11E03,DAISY DELIGHT,0,Frame,Execution,0
8892,River,S11E03,DAISY DELIGHT,0,Water,Landscape,1
8893,Rocks,S11E03,DAISY DELIGHT,0,Rocks,Landscape,1
8894,Seashell Frame,S11E03,DAISY DELIGHT,0,Frame,Execution,0
8895,Snowy Mountain,S11E03,DAISY DELIGHT,0,Topography,Landscape,1
8896,Snow,S11E03,DAISY DELIGHT,0,Season_and_weather,Time_and_atmosphere,1
8897,Split Frame,S11E03,DAISY DELIGHT,0,Frame,Execution,0
8898,Steve Ross,S11E03,DAISY DELIGHT,0,Painted_by_a_guest,Execution,0
8899,Structure,S11E03,DAISY DELIGHT,0,Human_built,Human,1
8900,SUN,S11E03,DAISY DELIGHT,0,Sky,Landscape,0
8901,Tomb Frame,S11E03,DAISY DELIGHT,0,Frame,Execution,0
8902,Trees,S11E03,DAISY DELIGHT,1,Vegetation,Landscape,1
8903,Tree,S11E03,DAISY DELIGHT,1,Vegetation,Landscape,1
8904,Triple Frame,S11E03,DAISY DELIGHT,0,Frame,Execution,0
8905,Waterfall,S11E03,DAISY DELIGHT,0,Water,Landscape,1
8906,Waves,S11E03,DAISY DELIGHT,0,Water,Landscape,1
8907,Windmill,S11E03,DAISY DELIGHT,0,Human_built,Human,1
8908,Window Frame,S11E03,DAISY DELIGHT,0,Frame,Execution,0
8909,Winter,S11E03,DAISY DELIGHT,0,Season_and_weather,Time_and_atmosphere,0
8910,Wood Framed,S11E03,DAISY DELIGHT,0,Frame,Execution,0
8911,Apple Frame,S11E04,HIDDEN STREAM,0,Frame,Execution,0
8912,Aurora Borealis,S11E04,HIDDEN STREAM,0,Sky,Landscape,1
8913,Barn,S11E04,HIDDEN STREAM,0,Human_built,Human,1
8914,Beach,S11E04,HIDDEN STREAM,0,Water,Landscape,1
8915,Boat,S11E04,HIDDEN STREAM,0,Human_presence,Human,1
8916,Bridge,S11E04,HIDDEN STREAM,0,Human_built,Human,1
8917,Building,S11E04,HIDDEN STREAM,0,Human_built,Human,1
8918,Bushes,S11E04,HIDDEN STREAM,1,Vegetation,Landscape,1
8919,Cabin,S11E04,HIDDEN STREAM,0,Human_built,Human,1
8920,Cactus,S11E04,HIDDEN STREAM,0,Vegetation,Landscape,1
8921,Circle Frame,S11E04,HIDDEN STREAM,0,Frame,Execution,0
8922,Cirrus,S11E04,HIDDEN STREAM,0,Sky,Landscape,0
8923,Cliff,S11E04,HIDDEN STREAM,0,Topography,Landscape,1
8924,Clouds,S11E04,HIDDEN STREAM,1,Sky,Landscape,0
8925,Conifer,S11E04,HIDDEN STREAM,0,Vegetation,Landscape,1
8926,Cumulus,S11E04,HIDDEN STREAM,0,Sky,Landscape,0
8927,Deciduous,S11E04,HIDDEN STREAM,1,Vegetation,Landscape,1
8928,Diane Andre,S11E04,HIDDEN STREAM,0,Painted_by_a_guest,Execution,0
8929,Dock,S11E04,HIDDEN STREAM,0,Human_built,Human,1
8930,Double Oval Frame,S11E04,HIDDEN STREAM,0,Frame,Execution,0
8931,Farm,S11E04,HIDDEN STREAM,0,Human_built,Human,1
8932,Fence,S11E04,HIDDEN STREAM,0,Human_built,Human,1
8933,Fire,S11E04,HIDDEN STREAM,0,Human_presence,Human,0
8934,Florida Frame,S11E04,HIDDEN STREAM,0,Frame,Execution,0
8935,Flowers,S11E04,HIDDEN STREAM,0,Vegetation,Landscape,1
8936,FOG,S11E04,HIDDEN STREAM,0,Season_and_weather,Time_and_atmosphere,1
8937,Framed,S11E04,HIDDEN STREAM,0,Frame,Execution,0
8938,Grass,S11E04,HIDDEN STREAM,0,Vegetation,Landscape,1
8939,Guest,S11E04,HIDDEN STREAM,0,Painted_by_a_guest,Execution,0
8940,Half Circle Frame,S11E04,HIDDEN STREAM,0,Frame,Execution,0
8941,Half Oval Frame,S11E04,HIDDEN STREAM,0,Frame,Execution,0
8942,Hills,S11E04,HIDDEN STREAM,0,Topography,Landscape,1
8943,Lakes,S11E04,HIDDEN STREAM,0,Water,Landscape,1
8944,Lake,S11E04,HIDDEN STREAM,0,Water,Landscape,1
8945,Lighthouse,S11E04,HIDDEN STREAM,0,Human_built,Human,1
8946,Mill,S11E04,HIDDEN STREAM,0,Human_built,Human,1
8947,Moon,S11E04,HIDDEN STREAM,0,Sky,Landscape,0
8948,Mountains,S11E04,HIDDEN STREAM,0,Topography,Landscape,1
8949,Mountain,S11E04,HIDDEN STREAM,0,Topography,Landscape,1
8950,Night,S11E04,HIDDEN STREAM,0,Time_of_day,Time_and_atmosphere,0
8951,Ocean,S11E04,HIDDEN STREAM,0,Water,Landscape,1
8952,Oval Frame,S11E04,HIDDEN STREAM,0,Frame,Execution,0
8953,Palm Trees,S11E04,HIDDEN STREAM,0,Vegetation,Landscape,1
8954,Path,S11E04,HIDDEN STREAM,0,Human_built,Human,1
8955,Person,S11E04,HIDDEN STREAM,0,Person,Human,0
8956,Portrait,S11E04,HIDDEN STREAM,0,Painting_type,Human,0
8957,Rectangle 3D Frame,S11E04,HIDDEN STREAM,0,Frame,Execution,0
8958,Rectangular Frame,S11E04,HIDDEN STREAM,0,Frame,Execution,0
8959,River,S11E04,HIDDEN STREAM,1,Water,Landscape,1
8960,Rocks,S11E04,HIDDEN STREAM,0,Rocks,Landscape,1
8961,Seashell Frame,S11E04,HIDDEN STREAM,0,Frame,Execution,0
8962,Snowy Mountain,S11E04,HIDDEN STREAM,0,Topography,Landscape,1
8963,Snow,S11E04,HIDDEN STREAM,0,Season_and_weather,Time_and_atmosphere,1
8964,Split Frame,S11E04,HIDDEN STREAM,0,Frame,Execution,0
8965,Steve Ross,S11E04,HIDDEN STREAM,0,Painted_by_a_guest,Execution,0
8966,Structure,S11E04,HIDDEN STREAM,0,Human_built,Human,1
8967,SUN,S11E04,HIDDEN STREAM,0,Sky,Landscape,0
8968,Tomb Frame,S11E04,HIDDEN STREAM,0,Frame,Execution,0
8969,Trees,S11E04,HIDDEN STREAM,1,Vegetation,Landscape,1
8970,Tree,S11E04,HIDDEN STREAM,1,Vegetation,Landscape,1
8971,Triple Frame,S11E04,HIDDEN STREAM,0,Frame,Execution,0
8972,Waterfall,S11E04,HIDDEN STREAM,1,Water,Landscape,1
8973,Waves,S11E04,HIDDEN STREAM,0,Water,Landscape,1
8974,Windmill,S11E04,HIDDEN STREAM,0,Human_built,Human,1
8975,Window Frame,S11E04,HIDDEN STREAM,0,Frame,Execution,0
8976,Winter,S11E04,HIDDEN STREAM,0,Season_and_weather,Time_and_atmosphere,0
8977,Wood Framed,S11E04,HIDDEN STREAM,0,Frame,Execution,0
8978,Apple Frame,S11E05,TOWERING GLACIER,0,Frame,Execution,0
8979,Aurora Borealis,S11E05,TOWERING GLACIER,0,Sky,Landscape,1
8980,Barn,S11E05,TOWERING GLACIER,0,Human_built,Human,1
8981,Beach,S11E05,TOWERING GLACIER,0,Water,Landscape,1
8982,Boat,S11E05,TOWERING GLACIER,0,Human_presence,Human,1
8983,Bridge,S11E05,TOWERING GLACIER,0,Human_built,Human,1
8984,Building,S11E05,TOWERING GLACIER,0,Human_built,Human,1
8985,Bushes,S11E05,TOWERING GLACIER,0,Vegetation,Landscape,1
8986,Cabin,S11E05,TOWERING GLACIER,0,Human_built,Human,1
8987,Cactus,S11E05,TOWERING GLACIER,0,Vegetation,Landscape,1
8988,Circle Frame,S11E05,TOWERING GLACIER,0,Frame,Execution,0
8989,Cirrus,S11E05,TOWERING GLACIER,0,Sky,Landscape,0
8990,Cliff,S11E05,TOWERING GLACIER,0,Topography,Landscape,1
8991,Clouds,S11E05,TOWERING GLACIER,1,Sky,Landscape,0
8992,Conifer,S11E05,TOWERING GLACIER,1,Vegetation,Landscape,1
8993,Cumulus,S11E05,TOWERING GLACIER,1,Sky,Landscape,0
8994,Deciduous,S11E05,TOWERING GLACIER,0,Vegetation,Landscape,1
8995,Diane Andre,S11E05,TOWERING GLACIER,0,Painted_by_a_guest,Execution,0
8996,Dock,S11E05,TOWERING GLACIER,0,Human_built,Human,1
8997,Double Oval Frame,S11E05,TOWERING GLACIER,0,Frame,Execution,0
8998,Farm,S11E05,TOWERING GLACIER,0,Human_built,Human,1
8999,Fence,S11E05,TOWERING GLACIER,0,Human_built,Human,1
9000,Fire,S11E05,TOWERING GLACIER,0,Human_presence,Human,0
9001,Florida Frame,S11E05,TOWERING GLACIER,0,Frame,Execution,0
9002,Flowers,S11E05,TOWERING GLACIER,0,Vegetation,Landscape,1
9003,FOG,S11E05,TOWERING GLACIER,0,Season_and_weather,Time_and_atmosphere,1
9004,Framed,S11E05,TOWERING GLACIER,0,Frame,Execution,0
9005,Grass,S11E05,TOWERING GLACIER,1,Vegetation,Landscape,1
9006,Guest,S11E05,TOWERING GLACIER,0,Painted_by_a_guest,Execution,0
9007,Half Circle Frame,S11E05,TOWERING GLACIER,0,Frame,Execution,0
9008,Half Oval Frame,S11E05,TOWERING GLACIER,0,Frame,Execution,0
9009,Hills,S11E05,TOWERING GLACIER,0,Topography,Landscape,1
9010,Lakes,S11E05,TOWERING GLACIER,0,Water,Landscape,1
9011,Lake,S11E05,TOWERING GLACIER,0,Water,Landscape,1
9012,Lighthouse,S11E05,TOWERING GLACIER,0,Human_built,Human,1
9013,Mill,S11E05,TOWERING GLACIER,0,Human_built,Human,1
9014,Moon,S11E05,TOWERING GLACIER,0,Sky,Landscape,0
9015,Mountains,S11E05,TOWERING GLACIER,0,Topography,Landscape,1
9016,Mountain,S11E05,TOWERING GLACIER,1,Topography,Landscape,1
